date;customer_id;order_id;store_id;store_name;total;discount;order_shipping;sector;city;store_category
11/15/2020;462;A30;101;lotz y suerte;26,39;0;3,99;Secqués;Ciudad de México;Farmacia
9/29/2020;506;A31;156;Pesos en general;51,31;0;5;Secados;Zapopan;Farmacia
9/29/2020;506;A32;52;La colección Cool Kids;141,01;0;0;Secados;Zapopan;Supermercado
10/16/2020;506;A33;52;La colección Cool Kids;61,83;0;0;Secados;Zapopan;Supermercado
11/15/2020;523;A34;52;La colección Cool Kids;40,73;0;0;Secorte;Zapopan;Supermercado
10/22/2020;530;A35;142;Mirum. ;25,73;0;4,99;Secoche;Ciudad de México;Farmacia
8/27/2020;561;A36;27;Escualos. ;137,77;0,01;0;Secruta;Ciudad de México;Supermercado
10/22/2020;561;A37;27;Escualos. ;89,11;0;4;Secruta;Ciudad de México;Supermercado
11/2/2020;561;A38;139;Compras ocacionales;61,21;0;5;Secruta;Ciudad de México;Mascotas
9/26/2020;567;A39;102;El Gran.;19,36;0;8,99;Seco II;Monterrey;Supermercado
9/26/2020;567;A40;52;La colección Cool Kids;31,73;0;8,99;Seco II;Monterrey;Supermercado
9/4/2020;596;A41;97;La percha Merch;127,43;0;0;Seccuao;Ciudad de México;Carniceria
10/27/2020;596;A42;97;La percha Merch;53,29;0;4,99;Seccuao;Ciudad de México;Carniceria
11/17/2020;601;A43;160;Best Buy Nellis;112,41;0;0;Secnaco;Nezahualcóyotl;Farmacia
11/17/2020;601;A44;68;Plántulas y Vinagres;120,9;0;0;Secnaco;Nezahualcóyotl;Supermercado
10/3/2020;653;A45;7;Ahorros de la tienda en línea;81,29;0;0;Sec2000;Chihuahua;Supermercado
10/11/2020;681;A46;101;lotz y suerte;8,78;0;4,99;Secacao;Ciudad de México;Farmacia
10/11/2020;681;A47;176;Delfines. ;53,3;0;5;Secacao;Ciudad de México;Regalos
8/8/2020;783;A48;53;Capital.;46,02;0;4,99;Sectaño;Ecatepec de Morelos;Supermercado
9/20/2020;783;A49;156;Pesos en general;26,82;0;5;Secñedo;Zapopan;Farmacia
11/9/2020;783;A50;123;Próxima Oficina Minorista;36,04;0;4,99;Sectaño;Ecatepec de Morelos;Postres
11/27/2020;783;A51;156;Pesos en general;60,92;0;10;Sectaño;Ecatepec de Morelos;Farmacia
10/16/2020;798;A52;52;La colección Cool Kids;99,48;0;0;Secndos;Mérida;Supermercado
11/28/2020;811;A53;52;La colección Cool Kids;94,15;0;0;Seciera;Zapopan;Supermercado
8/31/2020;882;A54;8;Waikiki. ;76,44;0,04;4,99;SecAgua;León;Supermercado
10/29/2020;882;A55;8;Waikiki. ;30,15;0;4,99;SecAgua;León;Supermercado
9/21/2020;968;A56;52;La colección Cool Kids;83,77;0;9;Secador;Zapopan;Supermercado
10/15/2020;968;A57;156;Pesos en general;41,68;0;9;Secador;Zapopan;Farmacia
9/9/2020;1067;A58;27;Escualos. ;142,02;0;0;Secdino;Ciudad de México;Supermercado
11/4/2020;1067;A59;27;Escualos. ;136,99;0;5;Secdino;Ciudad de México;Supermercado
8/1/2020;1168;A60;11;Rosa de Oro. ;20,04;0,02;4,99;Seconal;Ecatepec de Morelos;Supermercado
9/10/2020;1168;A61;11;Rosa de Oro. ;24,35;0;4,99;Seconal;Ecatepec de Morelos;Supermercado
9/17/2020;1170;A62;112;Tienda de regalos Playtime;25,74;0;4,99;Secnega;Guadalajara;Supermercado
9/6/2020;1181;A63;97;La percha Merch;48,9;0;4,99;Secmano;Ciudad de México;Carniceria
11/2/2020;1226;A64;27;Escualos. ;76,65;0;5;Secdino;Ciudad de México;Supermercado
9/1/2020;1254;A65;109;Resumen minorista;47,89;0;4,99;Secatia;Ciudad de México;Panaderia
8/25/2020;1258;A66;7;Ahorros de la tienda en línea;108,99;0;0;Secrebo;Zapopan;Supermercado
8/25/2020;1258;A67;122;Regalos mayores;82,86;0,01;0;Secrebo;Zapopan;Supermercado
10/1/2020;1258;A68;74;el escondite;71,33;0;0;SecAzul;Cancún;Supermercado
10/1/2020;1258;A69;14;Mejores compras;108,56;0;0;Secanda;Saltillo;Supermercado
10/18/2020;1258;A70;52;La colección Cool Kids;78,08;0;0;Secrebo;Zapopan;Supermercado
11/4/2020;1258;A71;52;La colección Cool Kids;142,92;0;0;Secrebo;Zapopan;Supermercado
11/26/2020;1258;A72;74;el escondite;126,14;0;0;Secleda;Cancún;Supermercado
11/30/2020;1258;A73;52;La colección Cool Kids;183,93;0;0;Secrebo;Zapopan;Supermercado
8/2/2020;1312;A74;52;La colección Cool Kids;166,94;0;0;Secnión;Zapopan;Supermercado
9/10/2020;1312;A75;102;El Gran.;56,69;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
9/12/2020;1312;A76;52;La colección Cool Kids;69,39;0;4,99;Secnión;Zapopan;Supermercado
9/18/2020;1452;A77;101;lotz y suerte;30,22;0;4,99;Secqués;Ciudad de México;Farmacia
9/15/2020;1606;A78;70;Bienes del país;166,76;0;0;SecRosa;Aguascalientes;Supermercado
9/6/2020;1643;A79;18;Simplemente Compras;120,83;0;0;Secos 2;Hermosillo;Supermercado
11/1/2020;1643;A80;206;Ofertas Moto Outlet;128,12;0;0;Secos 2;Hermosillo;Supermercado
10/23/2020;1658;A81;9;Ven al mercado;78,08;0;0;Sec Ana;Cancún;Supermercado
9/16/2020;1673;A82;7;Ahorros de la tienda en línea;90,09;0;4,99;Secncia;Zapopan;Supermercado
10/11/2020;1673;A83;7;Ahorros de la tienda en línea;86,89;0;0;Secillo;Zapopan;Supermercado
8/22/2020;1676;A84;27;Escualos. ;77,54;6,02;4,99;Secrida;Ciudad de México;Supermercado
11/28/2020;1760;A85;137;Cosméticos Allure;41,03;0;6;Secillo;Ciudad de México;Licorería
11/22/2020;1844;A86;10;sueños de calidad;55,34;0;0;Secisco;Guadalajara;Supermercado
9/15/2020;1864;A87;8;Waikiki. ;51,16;0;4,99;Secuevo;León;Supermercado
9/23/2020;1894;A88;101;lotz y suerte;53,09;0;4,99;Sectado;Ciudad de México;Farmacia
10/1/2020;1894;A89;106;Rosazul.;48,22;0;4,99;Sectado;Ciudad de México;Bodegón
10/7/2020;1894;A90;106;Rosazul.;43,81;0;4,99;SecInes;Ciudad de México;Bodegón
11/30/2020;1900;A91;169;Hotel California.;93,05;0;5;Seconte;Ciudad de México;Supermercado
8/12/2020;1970;A92;101;lotz y suerte;41,1;0;4,99;Seccuay;Ciudad de México;Farmacia
9/24/2020;1970;A93;27;Escualos. ;129,67;0;5;Seccuay;Ciudad de México;Supermercado
10/12/2020;1970;A94;27;Escualos. ;64,98;0;4;Seccuay;Ciudad de México;Supermercado
10/12/2020;1970;A95;176;Delfines. ;72,85;0;5;Secetal;Ciudad de México;Regalos
9/25/2020;1996;A96;10;sueños de calidad;24,03;0;4,99;Seccano;Guadalajara;Supermercado
10/11/2020;1996;A97;10;sueños de calidad;50,14;5;0;Seccano;Guadalajara;Supermercado
10/16/2020;1996;A98;10;sueños de calidad;25,96;0;4,99;Secerde;Guadalajara;Supermercado
11/2/2020;1996;A99;10;sueños de calidad;23,91;0;0;Seccano;Guadalajara;Supermercado
11/3/2020;1996;A100;80;Negocio en ciernes;25,08;0;0;Seccano;Guadalajara;Supermercado
11/3/2020;1996;A101;114;Los adictos al armario;10,86;0;0;Seccano;Guadalajara;Supermercado
11/9/2020;1996;A102;10;sueños de calidad;18,71;0;0;Secerde;Guadalajara;Supermercado
11/28/2020;1996;A103;80;Negocio en ciernes;25,91;0;0;Seccano;Guadalajara;Supermercado
11/28/2020;1996;A104;10;sueños de calidad;29,67;0;0;Seccano;Guadalajara;Supermercado
11/28/2020;1996;A105;114;Los adictos al armario;8,3;0;0;Seccano;Guadalajara;Supermercado
11/28/2020;1996;A106;10;sueños de calidad;1,43;0;0;Seccano;Guadalajara;Supermercado
11/30/2020;1996;A107;10;sueños de calidad;5,28;0;0;Seccano;Guadalajara;Supermercado
9/14/2020;2025;A108;171;Tienda Mychal;92,5;5;0;Secneta;Guadalajara;Supermercado
10/21/2020;2025;A109;10;sueños de calidad;102,92;5;0;Secneta;Guadalajara;Supermercado
11/23/2020;2025;A110;114;Los adictos al armario;99,13;0;0;Secneta;Guadalajara;Supermercado
8/8/2020;2074;A111;52;La colección Cool Kids;33,02;0,01;4,99;Secorte;Zapopan;Supermercado
8/18/2020;2128;A112;52;La colección Cool Kids;80,02;0;0;Secorte;Zapopan;Supermercado
9/20/2020;2128;A113;102;El Gran.;90,53;0;0;Secorte;Zapopan;Supermercado
10/17/2020;2128;A114;102;El Gran.;89,89;0;0;Sec Sur;Zapopan;Supermercado
11/19/2020;2128;A115;102;El Gran.;94,4;0;0;Sec Sur;Zapopan;Supermercado
9/20/2020;2132;A116;11;Rosa de Oro. ;95,36;0;4,99;Secagro;Ecatepec de Morelos;Supermercado
8/16/2020;2139;A117;8;Waikiki. ;82,6;0,04;0;Secindo;León;Supermercado
9/16/2020;2139;A118;8;Waikiki. ;119,75;0;4,99;Secindo;León;Supermercado
11/22/2020;2139;A119;8;Waikiki. ;160,57;0;10;No encuentro mi sector;León;Supermercado
8/29/2020;2157;A120;102;El Gran.;82,07;0,01;0;Secraca;Ecatepec de Morelos;Supermercado
11/23/2020;2157;A121;52;La colección Cool Kids;144,54;0;0;Secraca;Ecatepec de Morelos;Supermercado
11/26/2020;2157;A122;102;El Gran.;34,2;0;4,99;Secraca;Ecatepec de Morelos;Supermercado
9/16/2020;2213;A123;27;Escualos. ;73,29;5;9;Secaira;Mexicali;Supermercado
8/14/2020;2222;A124;10;sueños de calidad;63,44;0;4,99;Secrama;Guadalajara;Supermercado
8/15/2020;2222;A125;10;sueños de calidad;22,12;0;4,99;Secrama;Guadalajara;Supermercado
9/4/2020;2222;A126;80;Negocio en ciernes;59,94;0,08;4,99;Secrama;Guadalajara;Supermercado
9/12/2020;2222;A127;80;Negocio en ciernes;37,46;0;4,99;Secrama;Guadalajara;Supermercado
9/22/2020;2222;A128;10;sueños de calidad;26,29;0;4,99;Secrama;Guadalajara;Supermercado
9/26/2020;2222;A129;80;Negocio en ciernes;32,7;0;4,99;Secrama;Guadalajara;Supermercado
10/12/2020;2222;A130;80;Negocio en ciernes;60,3;0;4,99;Secrama;Guadalajara;Supermercado
10/24/2020;2222;A131;80;Negocio en ciernes;83,1;0;0;Secrama;Guadalajara;Supermercado
10/29/2020;2222;A132;80;Negocio en ciernes;24,02;0;0;Secrama;Guadalajara;Supermercado
11/14/2020;2222;A133;80;Negocio en ciernes;73,65;0;0;Secrama;Guadalajara;Supermercado
11/21/2020;2222;A134;80;Negocio en ciernes;86,64;0;0;Secrama;Guadalajara;Supermercado
8/3/2020;2251;A135;102;El Gran.;51,82;0,02;4,99;Secodoy;Ecatepec de Morelos;Supermercado
9/15/2020;2251;A136;52;La colección Cool Kids;49,83;0;9;Secodoy;Ecatepec de Morelos;Supermercado
9/15/2020;2251;A137;52;La colección Cool Kids;39,25;0;9;Secodoy;Ecatepec de Morelos;Supermercado
9/15/2020;2251;A138;52;La colección Cool Kids;56,24;0;9;Secodoy;Ecatepec de Morelos;Supermercado
10/1/2020;2252;A139;108;La Terraza.;98,58;0;4,99;SecRosa;Ecatepec de Morelos;Bodegón
8/6/2020;2283;A140;11;Rosa de Oro. ;80,53;0,01;4,99;Secanto;Ecatepec de Morelos;Supermercado
8/26/2020;2283;A141;102;El Gran.;39,51;0,01;4,99;Secanto;Ecatepec de Morelos;Supermercado
8/26/2020;2283;A142;102;El Gran.;57,26;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
9/9/2020;2283;A143;102;El Gran.;41,77;0;8,99;Secador;San Luis Potosí;Supermercado
9/20/2020;2283;A144;102;El Gran.;35,52;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
9/20/2020;2283;A145;149;Mister ;50,99;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
9/30/2020;2283;A146;102;El Gran.;48,98;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
9/30/2020;2283;A147;102;El Gran.;42,28;0;8,99;Secador;San Luis Potosí;Supermercado
10/17/2020;2283;A148;102;El Gran.;74,54;0;8,99;Secador;San Luis Potosí;Supermercado
10/17/2020;2283;A149;102;El Gran.;38,91;0;4,99;Secanto;Ecatepec de Morelos;Supermercado
11/20/2020;2283;A150;102;El Gran.;46,24;0;0;Secanto;Ecatepec de Morelos;Supermercado
11/20/2020;2283;A151;102;El Gran.;46,24;0;0;Secanto;Ecatepec de Morelos;Supermercado
9/24/2020;2385;A152;156;Pesos en general;23,48;0;5;Secntro;Zapopan;Farmacia
10/24/2020;2385;A153;52;La colección Cool Kids;64,08;0;0;Secntro;Zapopan;Supermercado
11/25/2020;2385;A154;156;Pesos en general;19,19;0;4,99;Secntro;Zapopan;Farmacia
11/25/2020;2385;A155;52;La colección Cool Kids;80,61;0;0;Secntro;Zapopan;Supermercado
11/27/2020;2427;A156;170;Bendita boutique;84,4;0;0;Secrida;Ciudad de México;Supermercado
8/1/2020;2504;A157;7;Ahorros de la tienda en línea;90,81;0,01;0;Secgría;Zapopan;Supermercado
9/8/2020;2504;A158;7;Ahorros de la tienda en línea;94,91;0;0;Secgría;Zapopan;Supermercado
10/1/2020;2504;A159;7;Ahorros de la tienda en línea;102,05;0;0;Secgría;Zapopan;Supermercado
10/16/2020;2504;A160;102;El Gran.;71,12;0;0;Secires;Ecatepec de Morelos;Supermercado
11/6/2020;2504;A161;7;Ahorros de la tienda en línea;74,44;0;0;SecJosé;Zapopan;Supermercado
11/27/2020;2504;A162;7;Ahorros de la tienda en línea;121,49;0;0;SecJosé;Zapopan;Supermercado
9/12/2020;2603;A163;27;Escualos. ;56,19;0;4,99;Secndes;Ciudad de México;Supermercado
11/3/2020;2603;A164;145;super-villas;31,87;0;4;Secndes;Ciudad de México;Farmacia
8/25/2020;2639;A165;52;La colección Cool Kids;62,32;5,01;4,99;Secalda;Zapopan;Supermercado
9/27/2020;2766;A166;10;sueños de calidad;45,1;0;4,99;Secisco;Guadalajara;Supermercado
8/26/2020;2851;A167;80;Negocio en ciernes;46,42;0,01;4,99;Secitas;Guadalajara;Supermercado
8/27/2020;2851;A168;10;sueños de calidad;82,16;0,01;0;Secitas;Guadalajara;Supermercado
11/26/2020;2851;A169;10;sueños de calidad;85,32;0;0;Secitas;Guadalajara;Supermercado
11/16/2020;2860;A170;137;Cosméticos Allure;48,69;0;6;Secanes;Ciudad de México;Licorería
9/27/2020;2887;A171;142;Mirum. ;25,11;0;4,99;Secoche;Ciudad de México;Farmacia
11/9/2020;3004;A172;114;Los adictos al armario;39,93;0;0;Secsoca;Guadalajara;Supermercado
8/4/2020;3058;A173;8;Waikiki. ;147,4;0,03;0;Secdare;Culiacán Rosales;Supermercado
8/31/2020;3058;A174;8;Waikiki. ;183,06;0,05;0;Secdare;Culiacán Rosales;Supermercado
10/23/2020;3058;A175;8;Waikiki. ;175,51;0;4,99;Secdare;Culiacán Rosales;Supermercado
8/18/2020;3061;A176;117;La Agencia Boho;38,84;0;4,99;Secinto;Guadalajara;Farmacia
8/18/2020;3061;A177;10;sueños de calidad;109,75;0,04;0;Secinto;Guadalajara;Supermercado
8/18/2020;3061;A178;91;el almacen;34,26;0;4,99;Secinto;Guadalajara;Supermercado
8/18/2020;3061;A179;10;sueños de calidad;67,22;0;4,99;Secinto;Guadalajara;Supermercado
9/9/2020;3061;A180;10;sueños de calidad;69,41;0;4,99;Secinto;Guadalajara;Supermercado
9/10/2020;3061;A181;10;sueños de calidad;97,05;0;4,99;Secinto;Guadalajara;Supermercado
10/13/2020;3061;A182;117;La Agencia Boho;32,84;0;4,99;Secinto;Guadalajara;Farmacia
10/13/2020;3061;A183;10;sueños de calidad;104,75;0;0;Secinto;Guadalajara;Supermercado
11/5/2020;3061;A184;10;sueños de calidad;96,05;0;0;Secinto;Guadalajara;Supermercado
9/28/2020;3132;A185;156;Pesos en general;19,79;0;5;Secitos;Santiago de Querétaro;Farmacia
9/28/2020;3132;A186;122;Regalos mayores;21,64;0;3;Secitos;Santiago de Querétaro;Supermercado
10/1/2020;3132;A187;90;Chococrema.;45,82;0;4,99;Secitos;Santiago de Querétaro;Carniceria
9/3/2020;3161;A188;106;Rosazul.;68,31;0;4,99;Secqués;Ciudad de México;Bodegón
11/6/2020;3218;A189;108;La Terraza.;86,48;0;10;Seccara;Naucalpan de Juárez (municipio de Naucalpan);Bodegón
10/20/2020;3243;A190;106;Rosazul.;83,19;5;4,99;Secndes;Ciudad de México;Bodegón
8/11/2020;3268;A191;142;Mirum. ;39,34;0;4,99;Secacao;Ciudad de México;Farmacia
8/26/2020;3268;A192;101;lotz y suerte;37,32;0;4,99;Secacao;Ciudad de México;Farmacia
11/27/2020;3283;A193;18;Simplemente Compras;38,11;0;5;SecAlta;Hermosillo;Supermercado
10/6/2020;3290;A194;8;Waikiki. ;38,48;0;5;Secaiso;Culiacán Rosales;Supermercado
8/22/2020;3370;A195;18;Simplemente Compras;206,47;6,1;0;Secomas;Hermosillo;Supermercado
8/24/2020;3370;A196;18;Simplemente Compras;84,55;6;4,99;Secomas;Hermosillo;Supermercado
9/27/2020;3370;A197;75;Tienda Gogoo;158,36;0;0;Secomas;Hermosillo;Supermercado
8/17/2020;3480;A198;8;Waikiki. ;145,49;0;0;Secdare;Culiacán Rosales;Supermercado
9/30/2020;3480;A199;8;Waikiki. ;144,79;0;4,99;Secdare;Culiacán Rosales;Supermercado
11/4/2020;3480;A200;8;Waikiki. ;122,06;0;0;Secdare;Culiacán Rosales;Supermercado
11/27/2020;3485;A201;19;Premier Mart;114,5;0;0;Sececia;Morelia;Supermercado
11/13/2020;3524;A202;8;Waikiki. ;72,75;0;0;Secorte;Culiacán Rosales;Supermercado
10/5/2020;3542;A203;8;Waikiki. ;93,39;0;4,99;Seclara;León;Supermercado
10/17/2020;3564;A204;8;Waikiki. ;78,34;0;0;Secondo;Culiacán Rosales;Supermercado
11/23/2020;3564;A205;8;Waikiki. ;94,45;0;0;Secondo;Culiacán Rosales;Supermercado
11/23/2020;3564;A206;8;Waikiki. ;16,28;0;4,99;Secondo;Culiacán Rosales;Supermercado
10/27/2020;3662;A207;8;Waikiki. ;38,28;0;4,99;Secmora;León;Supermercado
8/6/2020;3757;A208;8;Waikiki. ;49,03;0,01;4,99;Secnión;León;Supermercado
9/7/2020;3757;A209;8;Waikiki. ;59,92;0;4,99;Secnión;León;Supermercado
9/10/2020;3757;A210;8;Waikiki. ;32,33;0;4,99;Secuevo;León;Supermercado
11/18/2020;3757;A211;8;Waikiki. ;76,34;0;0;Secnión;León;Supermercado
10/8/2020;3759;A212;173;El punto dulce en línea;100,05;0;0;Secmaca;León;Supermercado
8/3/2020;3793;A213;101;lotz y suerte;23,63;0;4,99;Secpico;Ciudad de México;Farmacia
10/7/2020;3997;A214;52;La colección Cool Kids;61,03;0;0;Secales;Monterrey;Supermercado
10/21/2020;3997;A215;156;Pesos en general;38,83;0;9;Secales;Monterrey;Farmacia
11/9/2020;3997;A216;52;La colección Cool Kids;93,1;0;0;Secales;Monterrey;Supermercado
11/27/2020;3997;A217;52;La colección Cool Kids;122;5;0;Secales;Monterrey;Supermercado
11/27/2020;3997;A218;7;Ahorros de la tienda en línea;47,15;0;8,99;Secales;Monterrey;Supermercado
8/6/2020;4022;A219;7;Ahorros de la tienda en línea;143,61;0,01;0;Secleña;Zapopan;Supermercado
8/19/2020;4022;A220;7;Ahorros de la tienda en línea;188,71;0,02;0;Secleña;Zapopan;Supermercado
8/20/2020;4022;A221;52;La colección Cool Kids;97,59;0,01;0;Secleña;Zapopan;Supermercado
9/7/2020;4022;A222;7;Ahorros de la tienda en línea;215,17;0,06;0;Secleña;Zapopan;Supermercado
9/7/2020;4022;A223;52;La colección Cool Kids;67,81;0,01;4,99;Secleña;Zapopan;Supermercado
10/5/2020;4022;A224;7;Ahorros de la tienda en línea;279,42;0;0;Secleña;Zapopan;Supermercado
10/30/2020;4022;A225;7;Ahorros de la tienda en línea;322,19;0;0;Sec Sur;Zapopan;Supermercado
11/14/2020;4022;A226;140;tierra de la libertad;22,24;0;4,99;Sec Sur;Zapopan;Postres
11/24/2020;4022;A227;7;Ahorros de la tienda en línea;304,05;0;0;Sec Sur;Zapopan;Supermercado
9/11/2020;4116;A228;97;La percha Merch;98,79;0;4,99;SecLugo;Ciudad de México;Carniceria
9/4/2020;4347;A229;10;sueños de calidad;60,95;0;4,99;Secagro;Guadalajara;Supermercado
11/3/2020;4429;A230;139;Compras ocacionales;74,34;0;5;Secillo;Ciudad de México;Mascotas
8/10/2020;4533;A231;120;Tienda Viva;38,51;0;8,99;Secllas;Chimalhuacán;Supermercado
9/5/2020;4533;A232;10;sueños de calidad;80,02;4,99;0;Secllas;Chimalhuacán;Supermercado
9/28/2020;4533;A233;120;Tienda Viva;126,68;0;0;Secllas;Chimalhuacán;Supermercado
10/2/2020;4533;A234;10;sueños de calidad;110,18;0;8,99;Seclara;Chimalhuacán;Supermercado
10/31/2020;4533;A235;10;sueños de calidad;166,87;0;8,99;Secllas;Chimalhuacán;Supermercado
10/14/2020;4567;A236;106;Rosazul.;52,68;0;4,99;Secerio;Ciudad de México;Bodegón
11/10/2020;4567;A237;106;Rosazul.;43,88;0;4,99;Secerio;Ciudad de México;Bodegón
9/24/2020;4618;A238;27;Escualos. ;61,12;0;5;Secrral;Ciudad de México;Supermercado
10/31/2020;4629;A239;97;La percha Merch;65,29;0;4,99;Secqués;Ciudad de México;Carniceria
9/15/2020;4689;A240;101;lotz y suerte;18,55;0;4,99;Secqués;Ciudad de México;Farmacia
11/27/2020;4689;A241;170;Bendita boutique;42,7;0;10;Secqués;Ciudad de México;Supermercado
11/19/2020;4725;A242;170;Bendita boutique;20,52;0;9;Seccuay;Ciudad de México;Supermercado
8/26/2020;4802;A243;106;Rosazul.;24,88;0;4,99;Seccias;Ciudad de México;Bodegón
10/29/2020;4802;A244;108;La Terraza.;38,53;0;5;Seccias;Ciudad de México;Bodegón
8/18/2020;4873;A245;7;Ahorros de la tienda en línea;68,29;0;8,99;Secitos;Santiago de Querétaro;Supermercado
10/21/2020;4873;A246;156;Pesos en general;19,62;0;5;Secitos;Santiago de Querétaro;Farmacia
11/18/2020;4873;A247;108;La Terraza.;68,67;0;10;Secitos;Santiago de Querétaro;Bodegón
11/21/2020;4895;A248;10;sueños de calidad;112,91;0;8,99;Seccana;Reynosa;Supermercado
11/29/2020;4895;A249;114;Los adictos al armario;59,35;0;0;Sec Sur;Guadalajara;Supermercado
9/11/2020;4944;A250;97;La percha Merch;74,04;0;4,99;Secorte;Ciudad de México;Carniceria
9/20/2020;4968;A251;122;Regalos mayores;131,32;0;0;Secipán;Monterrey;Supermercado
11/21/2020;4968;A252;52;La colección Cool Kids;44,1;0;0;Secipán;Monterrey;Supermercado
10/31/2020;4976;A253;102;El Gran.;229,46;0;0;No encuentro mi sector;Zapopan;Supermercado
11/10/2020;4983;A254;140;tierra de la libertad;43,49;0;8,99;Sectral;Santiago de Querétaro;Postres
11/27/2020;4996;A255;80;Negocio en ciernes;84,46;0;0;Secabas;Guadalajara;Supermercado
8/6/2020;5007;A256;52;La colección Cool Kids;61,66;0;4,99;Secleña;Zapopan;Supermercado
9/2/2020;5007;A257;52;La colección Cool Kids;50,04;0;4,99;Secleña;Zapopan;Supermercado
11/11/2020;5007;A258;52;La colección Cool Kids;53,96;0;0;Secleña;Zapopan;Supermercado
8/4/2020;5034;A259;27;Escualos. ;67,92;0,01;4,99;Secdino;Ciudad de México;Supermercado
10/22/2020;5042;A260;52;La colección Cool Kids;71,62;0;0;Secncón;Zapopan;Supermercado
8/9/2020;5099;A261;106;Rosazul.;30,99;0;4,99;Secérez;Ciudad de México;Bodegón
10/12/2020;5099;A262;142;Mirum. ;22,17;0;4,99;Secérez;Ciudad de México;Farmacia
10/15/2020;5139;A263;27;Escualos. ;48,76;0;4;Secoche;Ciudad de México;Supermercado
11/30/2020;5172;A264;7;Ahorros de la tienda en línea;52,77;0;0;Secdoza;Zapopan;Supermercado
9/16/2020;5176;A265;122;Regalos mayores;203,64;0;0;Seclaro;Torreón;Supermercado
9/18/2020;5176;A266;122;Regalos mayores;64,64;0;8,99;Seclaro;Torreón;Supermercado
10/16/2020;5176;A267;122;Regalos mayores;255,64;0;0;Seclaro;Torreón;Supermercado
11/15/2020;5261;A268;109;Resumen minorista;20,03;0;4,99;Seccuao;Ciudad de México;Panaderia
9/2/2020;5367;A269;53;Capital.;174,42;5,04;0;Secjada;Ciudad Juárez;Supermercado
10/6/2020;5367;A270;52;La colección Cool Kids;137,14;0;0;Secjada;Ciudad Juárez;Supermercado
11/3/2020;5367;A271;52;La colección Cool Kids;119,83;0;0;Secjada;Ciudad Juárez;Supermercado
8/28/2020;5612;A272;8;Waikiki. ;108,16;0;0;Secalia;León;Supermercado
